"STOP_STARTHR","STOP_ORIGPLACE1","STOP_ORIGPLACE2","STOP_ORIGPURP1","STOP_ORIGPURP2","STOP_ORIG_SA1_2016","STOP_DESTPLACE1","STOP_DESTPLACE2","STOP_DESTPURP1","STOP_DESTPURP2","STOP_DESTGEO","STOP_DEST_SA1_2016","STOP_NOONE","STOP_SOMEONEELSE","STOP_PERSON1","STOP_PERSON2","STOP_PERSON3","STOP_SOMEONE","STOP_MAINMODE","STOP_DEPHR","STOP_TRAVTIME","STOP_NETWORK_DIST","STOP_AVESPEED","STOP_DURATION","TRIP_ORIG_SA1_2016","TRIP_ORIGPLACE1","TRIP_ORIGPLACE2","TRIP_ORIGPURP1","TRIP_ORIGPURP2","TRIP_DEST_SA1_2016","TRIP_DESTPLACE1","TRIP_DESTPLACE2","TRIP_DESTPURP1","TRIP_DESTPURP2","TRIP_NETWORK_DIST","TRIP_MORETRIPS","TRIP_DEPHR","TRIP_TRAVTIME","TRIP_WAITTIME","TRIP_DURATION","TRIP_OVERALL_PURPOSE","PERS_PERSNO","PERS_AGEGROUP","PERS_SEX","PERS_RELATIONSHIP","PERS_CARLICENCE","PERS_MBLICENCE","PERS_OTHERLICENCE","PERS_NOLICENCE","PERS_CASUALWORK","PERS_ANYWORK","PERS_STUDYING","PERS_ACTIVITIES","PERS_MAINACT","PERS_WORKARR","PERS_ANZSCO1","PERS_ANZSCO2","PERS_ANZSIC1","PERS_ANZSIC2","PERS_STARTPLACE","PERS_NUMSTOPS","PERS_PERSINC","PERS_ADDITIONALTRAVEL","HH_HHSIZE","HH_VISITORS","HH_HHSTRUCTURE","HH_DWELLTYPE","HH_OWNDWELL","HH_ADULTSBIKES","HH_KIDSBIKES","HH_TOTALBIKES","HH_CARS","HH_FOURWDS","HH_UTES","HH_VANS","HH_TRUCKS","HH_MBIKES","HH_OTHERVEHS","HH_TOTALVEHS","HH_TRAVDOW","HH_HHINC","HH_HOME_SA1_2016","HH_HHWGT14","PERS_ADDITIONALTRAVEL_missing","VEH_PER_PERSON","VEH_PER_ADULT","TIME_PERIOD","DIST_CATEGORY","PERS_MRTDOW_missing","TRIP_SPEED","IS_WEEKEND","HAS_LICENSE_AND_CAR"
15,"Train Station","Railway Station","To get on or off public transport","Got on or off PT",3119101,"Train Station","Railway Station","To get on or off public transport","Got on or off PT","Public Transport",3125701,"Yes","No","Not Present","Not Present","Not Present","No","Train",16,63,53.8324890136719,51.2690391540527,2,3119110,"University or TAFE","Tertiary","Education","At Uni/Tech",3125524,"My home","Survey Home","At Home","Go home",62.0054893493652,"No",14.4,86,10,96,6,3,"20->24","Female","Child","Green Probationary Licence","No","No","No","Yes","Yes","Full-time TAFE/Uni","No other activity","Casual Work","Flexible Hours","Sales Workers","SALES WORKERS (NEC)","Retail Trade","Retail Trade (NEC)","Survey address",9,"$1000-1249 p.w.","Yes",5,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",4,0,4,2,0,1,0,0,1,0,4,"Tuesday",5800,3125524,61.85302,0,0.8,0.4,"Midday","Very_Long",1,0,0,0
16,"Train Station","Railway Station","To get on or off public transport","Got on or off PT",3125701,"My home","Survey Home","At Home","Go home","Home",3125524,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",15.1666666666667,8,5.34299993515015,40.0724983215332,50,3119110,"University or TAFE","Tertiary","Education","At Uni/Tech",3125524,"My home","Survey Home","At Home","Go home",62.0054893493652,"No",14.4,86,10,96,6,3,"20->24","Female","Child","Green Probationary Licence","No","No","No","Yes","Yes","Full-time TAFE/Uni","No other activity","Casual Work","Flexible Hours","Sales Workers","SALES WORKERS (NEC)","Retail Trade","Retail Trade (NEC)","Survey address",9,"$1000-1249 p.w.","Yes",5,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",4,0,4,2,0,1,0,0,1,0,4,"Tuesday",5800,3125524,61.85302,0,0.8,0.4,"Evening_Peak","Very_Long",1,0,0,0
8,"My home","Survey Home","At Home","Go home",3125524,"A primary or secondary school","School","Education","At school","Landmark",3130338.75,"No","No","Present","Present","Not Present","Yes","Vehicle Passenger",15,12,12.923999786377,64.620002746582,413,3125524,"My home","Survey Home","At Home","Go home",3130327.5,"A primary or secondary school","School","Education","At school",12.923999786377,"Yes",15,12,0,413,6,4,"15->19","Male","Child","Red Probationary Licence","No","No","No","Yes","Yes","Secondary","No other activity","Casual Work","Flexible Hours","Sales Workers","SALES WORKERS (NEC)","Retail Trade","Food Retailing","Survey address",3,"$2000+ p.w.","No",5,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",4,0,4,2,0,1,0,0,1,0,4,"Tuesday",5800,3125524,61.85302,0,0.8,0.4,"Morning_Peak","Medium",1,0,0,0
15,"A primary or secondary school","School","Education","At school",3130341,"Somewhere else","Bus Stop","To get on or off public transport","Got on or off PT","Address",3125531,"No","No","Not Present","Not Present","Not Present","Yes","School Bus",15,24,9.54233932495117,23.8558483123779,1,3130326,"A primary or secondary school","School","Education","At school",3125524,"My home","Survey Home","At Home","Go home",14.2533397674561,"No",14.4166666666667,34,1,35,6,4,"15->19","Male","Child","Red Probationary Licence","No","No","No","Yes","Yes","Secondary","No other activity","Casual Work","Flexible Hours","Sales Workers","SALES WORKERS (NEC)","Retail Trade","Food Retailing","Survey address",3,"$2000+ p.w.","No",5,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",4,0,4,2,0,1,0,0,1,0,4,"Tuesday",5800,3125524,61.85302,0,0.8,0.4,"Midday","Medium",1,0,0,0
15,"Somewhere else","Bus Stop","To get on or off public transport","Got on or off PT",3125531,"My home","Survey Home","At Home","Go home","Home",3125524,"No","Yes","Not Present","Not Present","Not Present","Yes","Vehicle Passenger",14.1666666666667,10,4.71099996566772,28.2660007476807,50,3130326,"A primary or secondary school","School","Education","At school",3125524,"My home","Survey Home","At Home","Go home",14.2533397674561,"No",14.4166666666667,34,1,35,6,4,"15->19","Male","Child","Red Probationary Licence","No","No","No","Yes","Yes","Secondary","No other activity","Casual Work","Flexible Hours","Sales Workers","SALES WORKERS (NEC)","Retail Trade","Food Retailing","Survey address",3,"$2000+ p.w.","No",5,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",4,0,4,2,0,1,0,0,1,0,4,"Tuesday",5800,3125524,61.85302,0,0.8,0.4,"Midday","Medium",1,0,0,0
8,"My home","Survey Home","At Home","Go home",3125524,"A primary or secondary school","School","Education","At school","Landmark",3130338.75,"No","No","Present","Present","Not Present","Yes","Vehicle Passenger",15,12,12.923999786377,64.620002746582,413,3125524,"My home","Survey Home","At Home","Go home",3130327.5,"A primary or secondary school","School","Education","At school",12.923999786377,"Yes",15,12,0,413,6,5,"15->19","Female","Child","No Car Licence","No","No","Yes","Yes","Yes","Secondary","No other activity","Casual Work","Flexible Hours","Sales Workers","SALES WORKERS (NEC)","Retail Trade","Food Retailing","Survey address",3,"Zero Income","No",5,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",4,0,4,2,0,1,0,0,1,0,4,"Tuesday",5800,3125524,61.85302,0,0.8,0.4,"Morning_Peak","Medium",1,0,0,0
15,"A primary or secondary school","School","Education","At school",3130341,"Somewhere else","Bus Stop","To get on or off public transport","Got on or off PT","Address",3125531,"No","No","Not Present","Not Present","Not Present","Yes","School Bus",15,24,9.54226207733154,23.8556537628174,1,3130326,"A primary or secondary school","School","Education","At school",3125524,"My home","Survey Home","At Home","Go home",14.2532615661621,"No",14.4166666666667,34,1,35,6,5,"15->19","Female","Child","No Car Licence","No","No","Yes","Yes","Yes","Secondary","No other activity","Casual Work","Flexible Hours","Sales Workers","SALES WORKERS (NEC)","Retail Trade","Food Retailing","Survey address",3,"Zero Income","No",5,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",4,0,4,2,0,1,0,0,1,0,4,"Tuesday",5800,3125524,61.85302,0,0.8,0.4,"Midday","Medium",1,0,0,0
15,"Somewhere else","Bus Stop","To get on or off public transport","Got on or off PT",3125531,"My home","Survey Home","At Home","Go home","Home",3125524,"No","No","Not Present","Not Present","Not Present","Yes","Vehicle Passenger",14.1666666666667,10,4.71099996566772,28.2660007476807,50,3130326,"A primary or secondary school","School","Education","At school",3125524,"My home","Survey Home","At Home","Go home",14.2532615661621,"No",14.4166666666667,34,1,35,6,5,"15->19","Female","Child","No Car Licence","No","No","Yes","Yes","Yes","Secondary","No other activity","Casual Work","Flexible Hours","Sales Workers","SALES WORKERS (NEC)","Retail Trade","Food Retailing","Survey address",3,"Zero Income","No",5,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",4,0,4,2,0,1,0,0,1,0,4,"Tuesday",5800,3125524,61.85302,0,0.8,0.4,"Midday","Medium",1,0,0,0
7,"My home","Survey Home","At Home","Go home",3125524,"Somewhere else","Golf Courses, Clubs & Driving Ranges","Recreational","Participated in sport","Landmark",3130338.75,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",13,30,23.4080009460449,46.8160018920898,310,3125524,"My home","Survey Home","At Home","Go home",3130327.5,"Somewhere else","Golf Courses, Clubs & Driving Ranges","Recreational","Participated in sport",23.4080009460449,"Yes",13,30,0,310,11,1,"65->69","Male","Self","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",2,"$400-599 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Wednesday",1000,3125524,61.49995,0,1,1,"Morning_Peak","Long",1,0,0,0
13,"Somewhere else","Golf Courses, Clubs & Driving Ranges","Recreational","Participated in sport",3130341,"My home","Survey Home","At Home","Go home","Home",3125524,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",13.1666666666667,35,22.9759998321533,39.3874282836914,50,3130326,"Somewhere else","Golf Courses, Clubs & Driving Ranges","Recreational","Participated in sport",3125524,"My home","Survey Home","At Home","Go home",22.9759998321533,"No",13.4166666666667,35,0,35,11,1,"65->69","Male","Self","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",2,"$400-599 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Wednesday",1000,3125524,61.49995,0,1,1,"Midday","Long",1,0,0,0
11,"My home","Survey Home","At Home","Go home",3125524,"Somewhere else","Bank","Personal Business","Personal business (eg banking)","Landmark",3125626,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",12,20,15.6680002212524,47.0040016174316,5,3125524,"My home","Survey Home","At Home","Go home",3125626,"Somewhere else","Bank","Personal Business","Personal business (eg banking)",15.6680002212524,"Yes",12,20,0,5,9,2,"65->69","Female","Spouse","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",8,"$400-599 p.w.","Yes",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Wednesday",1000,3125524,61.49995,0,1,1,"Midday","Long",1,0,0,0
12,"Somewhere else","Bank","Personal Business","Personal business (eg banking)",3125626,"A shop","Supermarkets","Buy Something","Bought something","Landmark",3125626,"Yes","No","Not Present","Not Present","Not Present","No","Walking",12,5,0.29899999499321,3.58799982070923,30,3125626,"Somewhere else","Bank","Personal Business","Personal business (eg banking)",3125626,"A shop","Supermarkets","Buy Something","Bought something",0.29899999499321,"Yes",12,5,0,30,3,2,"65->69","Female","Spouse","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",8,"$400-599 p.w.","Yes",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Wednesday",1000,3125524,61.49995,0,1,1,"Midday","Very_Short",1,0,0,0
12,"A shop","Supermarkets","Buy Something","Bought something",3125626,"My home","Survey Home","At Home","Go home","Home",3125524,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",14,20,15.7659997940063,47.2980003356934,60,3125626,"A shop","Supermarkets","Buy Something","Bought something",3125524,"My home","Survey Home","At Home","Go home",15.7659997940063,"Yes",14,20,0,60,3,2,"65->69","Female","Spouse","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",8,"$400-599 p.w.","Yes",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Wednesday",1000,3125524,61.49995,0,1,1,"Midday","Long",1,0,0,0
14,"My home","Survey Home","At Home","Go home",3125524,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered","Landmark",3125526,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",14,5,1.6360000371933,19.6319999694824,5,3125524,"My home","Survey Home","At Home","Go home",3125526,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered",1.6360000371933,"Yes",14,5,0,5,5,2,"65->69","Female","Spouse","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",8,"$400-599 p.w.","Yes",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Wednesday",1000,3125524,61.49995,0,1,1,"Midday","Very_Short",1,0,0,0
14,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered",3125526,"My home","Survey Home","At Home","Go home","Home",3125524,"No","Yes","Not Present","Not Present","Not Present","No","Vehicle Driver",15,5,1.6710000038147,20.0520000457764,83,3125526,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered",3125524,"My home","Survey Home","At Home","Go home",1.6710000038147,"Yes",15,5,0,83,5,2,"65->69","Female","Spouse","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",8,"$400-599 p.w.","Yes",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Wednesday",1000,3125524,61.49995,0,1,1,"Midday","Very_Short",1,0,0,0
15,"My home","Survey Home","At Home","Go home",3125524,"Train Station","Bus Stop","To get on or off public transport","Got on or off PT","Public Transport",3125701,"No","Yes","Not Present","Not Present","Not Present","No","Vehicle Driver",16,7,5.50299978256226,47.168571472168,30,3125524,"My home","Survey Home","At Home","Go home",3125518,"Someone else home","Someone Elses Home","Pick-up or Drop-off Someone","Someone picked-up or delivered",10.1700000762939,"Yes",17,12,30,30,5,2,"65->69","Female","Spouse","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",8,"$400-599 p.w.","Yes",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Wednesday",1000,3125524,61.49995,0,1,1,"Midday","Medium",1,0,0,0
16,"Train Station","Bus Stop","To get on or off public transport","Got on or off PT",3125701,"Someone else home","Someone Elses Home","Pick-up or Drop-off Someone","Someone picked-up or delivered","Point on map",3125518,"No","Yes","Not Present","Not Present","Not Present","No","Vehicle Driver",17,5,4.66699981689453,56.0039978027344,30,3125524,"My home","Survey Home","At Home","Go home",3125518,"Someone else home","Someone Elses Home","Pick-up or Drop-off Someone","Someone picked-up or delivered",10.1700000762939,"Yes",17,12,30,30,5,2,"65->69","Female","Spouse","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",8,"$400-599 p.w.","Yes",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Wednesday",1000,3125524,61.49995,0,1,1,"Evening_Peak","Medium",1,0,0,0
17,"Someone else home","Someone Elses Home","Pick-up or Drop-off Someone","Someone picked-up or delivered",3125518,"My home","Survey Home","At Home","Go home","Home",3125524,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",16.1666666666667,10,3.4909999370575,20.9459991455078,50,3125518,"Someone else home","Someone Elses Home","Pick-up or Drop-off Someone","Someone picked-up or delivered",3125524,"My home","Survey Home","At Home","Go home",3.4909999370575,"No",16.8333333333333,10,0,10,5,2,"65->69","Female","Spouse","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",8,"$400-599 p.w.","Yes",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Wednesday",1000,3125524,61.49995,0,1,1,"Evening_Peak","Short",1,0,0,0
14,"My home","Survey Home","At Home","Go home",3125524,"A primary or secondary school","School","Accompany Someone","Accompanied someone","Landmark",3125545,"No","No","Not Present","Present","Not Present","Yes","Vehicle Driver",15,10,0.966000020503998,5.7960000038147,20,3125524,"My home","Survey Home","At Home","Go home",3125506,"A primary or secondary school","School","Accompany Someone","Accompanied someone",0.966000020503998,"Yes",15,10,0,20,2,1,"55->59","Female","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Part-time Work","Flexible Hours","Managers","Chief Executives - General Managers and Legislators","Professional -  Scientific and Technical Services","Professional -  Scientific and Technical Services (NEC)","Survey address",2,"$1000-1249 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",2,0,2,1,1,0,0,0,0,0,2,"Wednesday",2025,3125524,61.49995,0,1,0.5,"Midday","Very_Short",1,0,0,0
15,"A primary or secondary school","School","Accompany Someone","Accompanied someone",3125545,"My home","Survey Home","At Home","Go home","Home",3125524,"No","Yes","Not Present","Present","Not Present","Yes","Vehicle Driver",14.1666666666667,5,0.924000024795532,11.0880002975464,50,3125506,"A primary or secondary school","School","Accompany Someone","Accompanied someone",3125524,"My home","Survey Home","At Home","Go home",0.924000024795532,"No",14.9166666666667,5,0,5,2,1,"55->59","Female","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Part-time Work","Flexible Hours","Managers","Chief Executives - General Managers and Legislators","Professional -  Scientific and Technical Services","Professional -  Scientific and Technical Services (NEC)","Survey address",2,"$1000-1249 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",2,0,2,1,1,0,0,0,0,0,2,"Wednesday",2025,3125524,61.49995,0,1,0.5,"Midday","Very_Short",1,0,0,0
4,"My home","Survey Home","At Home","Go home",3125524,"My usual workplace","My Workplace","Work Related","Own Workplace","Address",3119100.75,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",13,53,49.9269981384277,56.5211296081543,532,3125524,"My home","Survey Home","At Home","Go home",3119107.5,"My usual workplace","My Workplace","Work Related","Own Workplace",49.9269981384277,"Yes",13,53,0,532,8,2,"45->49","Male","Spouse","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Flexible Hours","Professionals","Design - Engineering - Science and Transport Professionals","Professional -  Scientific and Technical Services","Professional -  Scientific and Technical Services (NEC)","Survey address",4,"$800-999 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",2,0,2,1,1,0,0,0,0,0,2,"Wednesday",2025,3125524,61.49995,0,1,0.5,"Off_Peak","Very_Long",1,0,0,0
13,"My usual workplace","My Workplace","Work Related","Own Workplace",3119101,"My home","Survey Home","At Home","Go home","Home",3125524,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",14,50,49.2470016479492,59.0964050292969,0,3119110,"My usual workplace","My Workplace","Work Related","Own Workplace",3125524,"My home","Survey Home","At Home","Go home",49.2470016479492,"Yes",14,50,0,0,8,2,"45->49","Male","Spouse","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Flexible Hours","Professionals","Design - Engineering - Science and Transport Professionals","Professional -  Scientific and Technical Services","Professional -  Scientific and Technical Services (NEC)","Survey address",4,"$800-999 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",2,0,2,1,1,0,0,0,0,0,2,"Wednesday",2025,3125524,61.49995,0,1,0.5,"Midday","Very_Long",1,0,0,0
14,"My home","Survey Home","At Home","Go home",3125524,"A primary or secondary school","School","Accompany Someone","Accompanied someone","Landmark",3125545,"No","No","Present","Not Present","Not Present","Yes","Vehicle Passenger",15,10,0.966000020503998,5.7960000038147,20,3125524,"My home","Survey Home","At Home","Go home",3125506,"A primary or secondary school","School","Accompany Someone","Accompanied someone",0.966000020503998,"Yes",15,10,0,20,2,2,"45->49","Male","Spouse","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Flexible Hours","Professionals","Design - Engineering - Science and Transport Professionals","Professional -  Scientific and Technical Services","Professional -  Scientific and Technical Services (NEC)","Survey address",4,"$800-999 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",2,0,2,1,1,0,0,0,0,0,2,"Wednesday",2025,3125524,61.49995,0,1,0.5,"Midday","Very_Short",1,0,0,0
15,"A primary or secondary school","School","Accompany Someone","Accompanied someone",3125545,"My home","Survey Home","At Home","Go home","Home",3125524,"No","Yes","Present","Not Present","Not Present","Yes","Vehicle Passenger",14.1666666666667,5,0.924000024795532,11.0880002975464,50,3125506,"A primary or secondary school","School","Accompany Someone","Accompanied someone",3125524,"My home","Survey Home","At Home","Go home",0.924000024795532,"No",14.9166666666667,5,0,5,2,2,"45->49","Male","Spouse","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Flexible Hours","Professionals","Design - Engineering - Science and Transport Professionals","Professional -  Scientific and Technical Services","Professional -  Scientific and Technical Services (NEC)","Survey address",4,"$800-999 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",2,0,2,1,1,0,0,0,0,0,2,"Wednesday",2025,3125524,61.49995,0,1,0.5,"Midday","Very_Short",1,0,0,0
7,"My home","Survey Home","At Home","Go home",3125524,"Bus Stop","Bus Stop","Pick-up or Drop-off Someone","Someone picked-up or delivered","Public Transport",3125513,"No","No","Not Present","Not Present","Present","Yes","Vehicle Driver",7,5,1.62999999523163,19.5599994659424,5,3125524,"My home","Survey Home","At Home","Go home",3126620,"My usual workplace","Motor Registries","Work Related","Own Workplace",30.1840000152588,"Yes",15,35,5,405,8,1,"45->49","Female","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Part-time Work","Fixed Hours","Sales Workers","Sales Support Workers","Transport -  Postal and Warehousing","Transport Support Services","Survey address",8,"$1000-1249 p.w.","No",3,0,"One-Parent","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Thursday",1225,3125524,62.68504,1,0.666666666666667,0.666666666666667,"Morning_Peak","Very_Long",1,0,0,0
7,"Bus Stop","Bus Stop","Pick-up or Drop-off Someone","Someone picked-up or delivered",3125513,"My usual workplace","Motor Registries","Work Related","Own Workplace","Landmark",3130338.75,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",15,30,28.5540008544922,57.1080017089844,405,3125524,"My home","Survey Home","At Home","Go home",3126620,"My usual workplace","Motor Registries","Work Related","Own Workplace",30.1840000152588,"Yes",15,35,5,405,8,1,"45->49","Female","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Part-time Work","Fixed Hours","Sales Workers","Sales Support Workers","Transport -  Postal and Warehousing","Transport Support Services","Survey address",8,"$1000-1249 p.w.","No",3,0,"One-Parent","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Thursday",1225,3125524,62.68504,1,0.666666666666667,0.666666666666667,"Morning_Peak","Very_Long",1,0,0,0
15,"My usual workplace","Motor Registries","Work Related","Own Workplace",3130341,"Bus Stop","Bus Stop","Pick-up or Drop-off Someone","Someone picked-up or delivered","Public Transport",3125513,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",15,30,28.5949993133545,57.189998626709,5,3126620,"My usual workplace","Motor Registries","Work Related","Own Workplace",3125524,"My home","Survey Home","At Home","Go home",30.2819995880127,"Yes",16,35,5,20,8,1,"45->49","Female","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Part-time Work","Fixed Hours","Sales Workers","Sales Support Workers","Transport -  Postal and Warehousing","Transport Support Services","Survey address",8,"$1000-1249 p.w.","No",3,0,"One-Parent","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Thursday",1225,3125524,62.68504,1,0.666666666666667,0.666666666666667,"Midday","Very_Long",1,0,0,0
15,"Bus Stop","Bus Stop","Pick-up or Drop-off Someone","Someone picked-up or delivered",3125513,"My home","Survey Home","At Home","Go home","Home",3125524,"No","No","Not Present","Not Present","Present","Yes","Vehicle Driver",16,5,1.68700003623962,20.2440013885498,20,3126620,"My usual workplace","Motor Registries","Work Related","Own Workplace",3125524,"My home","Survey Home","At Home","Go home",30.2819995880127,"Yes",16,35,5,20,8,1,"45->49","Female","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Part-time Work","Fixed Hours","Sales Workers","Sales Support Workers","Transport -  Postal and Warehousing","Transport Support Services","Survey address",8,"$1000-1249 p.w.","No",3,0,"One-Parent","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Thursday",1225,3125524,62.68504,1,0.666666666666667,0.666666666666667,"Midday","Very_Long",1,0,0,0
16,"My home","Survey Home","At Home","Go home",3125524,"Someone else home","Someone Elses Home","Pick-up or Drop-off Someone","Someone picked-up or delivered","Point on map",3125513,"No","No","Not Present","Not Present","Present","Yes","Vehicle Driver",16,5,3.10400009155273,37.2480010986328,1,3125524,"My home","Survey Home","At Home","Go home",3125513,"Someone else home","Someone Elses Home","Pick-up or Drop-off Someone","Someone picked-up or delivered",3.10400009155273,"Yes",16,5,0,1,5,1,"45->49","Female","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Part-time Work","Fixed Hours","Sales Workers","Sales Support Workers","Transport -  Postal and Warehousing","Transport Support Services","Survey address",8,"$1000-1249 p.w.","No",3,0,"One-Parent","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Thursday",1225,3125524,62.68504,1,0.666666666666667,0.666666666666667,"Evening_Peak","Short",1,0,0,0
16,"Someone else home","Someone Elses Home","Pick-up or Drop-off Someone","Someone picked-up or delivered",3125513,"My home","Survey Home","At Home","Go home","Home",3125524,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",19,4,3.04900002479553,45.7350006103516,225,3125513,"Someone else home","Someone Elses Home","Pick-up or Drop-off Someone","Someone picked-up or delivered",3125524,"My home","Survey Home","At Home","Go home",3.04900002479553,"Yes",19,4,0,225,5,1,"45->49","Female","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Part-time Work","Fixed Hours","Sales Workers","Sales Support Workers","Transport -  Postal and Warehousing","Transport Support Services","Survey address",8,"$1000-1249 p.w.","No",3,0,"One-Parent","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,0,0,0,0,0,2,"Thursday",1225,3125524,62.68504,1,0.666666666666667,0.666666666666667,"Evening_Peak","Short",1,0,0,0
