"STOP_STARTHR","STOP_ORIGPLACE1","STOP_ORIGPLACE2","STOP_ORIGPURP1","STOP_ORIGPURP2","STOP_ORIG_SA1_2016","STOP_DESTPLACE1","STOP_DESTPLACE2","STOP_DESTPURP1","STOP_DESTPURP2","STOP_DESTGEO","STOP_DEST_SA1_2016","STOP_NOONE","STOP_SOMEONEELSE","STOP_PERSON1","STOP_PERSON2","STOP_PERSON3","STOP_SOMEONE","STOP_MAINMODE","STOP_DEPHR","STOP_TRAVTIME","STOP_NETWORK_DIST","STOP_AVESPEED","STOP_DURATION","TRIP_ORIG_SA1_2016","TRIP_ORIGPLACE1","TRIP_ORIGPLACE2","TRIP_ORIGPURP1","TRIP_ORIGPURP2","TRIP_DEST_SA1_2016","TRIP_DESTPLACE1","TRIP_DESTPLACE2","TRIP_DESTPURP1","TRIP_DESTPURP2","TRIP_NETWORK_DIST","TRIP_MORETRIPS","TRIP_DEPHR","TRIP_TRAVTIME","TRIP_WAITTIME","TRIP_DURATION","TRIP_OVERALL_PURPOSE","PERS_PERSNO","PERS_AGEGROUP","PERS_SEX","PERS_RELATIONSHIP","PERS_CARLICENCE","PERS_MBLICENCE","PERS_OTHERLICENCE","PERS_NOLICENCE","PERS_CASUALWORK","PERS_ANYWORK","PERS_STUDYING","PERS_ACTIVITIES","PERS_MAINACT","PERS_WORKARR","PERS_ANZSCO1","PERS_ANZSCO2","PERS_ANZSIC1","PERS_ANZSIC2","PERS_STARTPLACE","PERS_NUMSTOPS","PERS_PERSINC","PERS_ADDITIONALTRAVEL","HH_HHSIZE","HH_VISITORS","HH_HHSTRUCTURE","HH_DWELLTYPE","HH_OWNDWELL","HH_ADULTSBIKES","HH_KIDSBIKES","HH_TOTALBIKES","HH_CARS","HH_FOURWDS","HH_UTES","HH_VANS","HH_TRUCKS","HH_MBIKES","HH_OTHERVEHS","HH_TOTALVEHS","HH_TRAVDOW","HH_HHINC","HH_HOME_SA1_2016","HH_HHWGT14","PERS_ADDITIONALTRAVEL_missing","VEH_PER_PERSON","VEH_PER_ADULT","TIME_PERIOD","DIST_CATEGORY","PERS_MRTDOW_missing","TRIP_SPEED","IS_WEEKEND","HAS_LICENSE_AND_CAR"
15,"A primary or secondary school","School","Education","At school",3126007,"My home","Survey Home","At Home","Go home","Home",3124849,"No","Yes","Not Present","Not Present","Not Present","No","Vehicle Passenger",14.1666666666667,20,12.414999961853,37.2449989318848,50,3126007,"A primary or secondary school","School","Education","At school",3124816,"My home","Survey Home","At Home","Go home",12.414999961853,"No",14.6666666666667,20,0,20,6,4,"15->19","Male","Child","Learners Permit","No","No","No","No","No","Secondary","No other activity","Secondary School","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",2,"Zero Income","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,3,0,0,0,0,0,0,3,"Thursday",3625,3124849,21.24134,0,0.75,0.75,"Midday","Medium",1,0,0,0
8,"My home","Survey Home","At Home","Go home",3124849,"Somewhere else","Medical Centres","Accompany Someone","Accompanied someone","Address",3126112,"No","Yes","Not Present","Present","Not Present","Yes","Vehicle Driver",11,20,14.3140001296997,42.9420013427734,160,3124816,"My home","Survey Home","At Home","Go home",3126112,"Somewhere else","Medical Centres","Accompany Someone","Accompanied someone",14.3140001296997,"Yes",11,20,0,160,2,1,"75->79","Male","Self","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",3,"$200-299 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,0,2,0,0,0,0,0,2,"Friday",500,3124849,21.90669,0,1,0,"Morning_Peak","Medium",1,0,0,0
11,"Somewhere else","Medical Centres","Accompany Someone","Accompanied someone",3126112,"A shop","Shopping Centres","Social","Ate or drank","Landmark",3126112,"No","Yes","Not Present","Present","Not Present","Yes","Vehicle Driver",12,3,0.653999984264374,13.0799999237061,57,3126112,"Somewhere else","Medical Centres","Accompany Someone","Accompanied someone",3126112,"A shop","Shopping Centres","Social","Ate or drank",0.653999984264374,"Yes",12,3,0,57,10,1,"75->79","Male","Self","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",3,"$200-299 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,0,2,0,0,0,0,0,2,"Friday",500,3124849,21.90669,0,1,0,"Midday","Very_Short",1,0,0,0
12,"A shop","Shopping Centres","Social","Ate or drank",3126112,"My home","Survey Home","At Home","Go home","Home",3124849,"No","Yes","Not Present","Present","Not Present","Yes","Vehicle Driver",11.1666666666667,20,14.7740001678467,44.3220024108887,50,3126112,"A shop","Shopping Centres","Social","Ate or drank",3124816,"My home","Survey Home","At Home","Go home",14.7740001678467,"No",11.6666666666667,20,0,20,10,1,"75->79","Male","Self","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",3,"$200-299 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,0,2,0,0,0,0,0,2,"Friday",500,3124849,21.90669,0,1,0,"Midday","Medium",1,0,0,0
8,"My home","Survey Home","At Home","Go home",3124849,"Somewhere else","Medical Centres","Accompany Someone","Accompanied someone","Address",3126112,"No","Yes","Present","Not Present","Not Present","Yes","Vehicle Passenger",11,20,14.3140001296997,42.9420013427734,160,3124816,"My home","Survey Home","At Home","Go home",3126112,"Somewhere else","Medical Centres","Accompany Someone","Accompanied someone",14.3140001296997,"Yes",11,20,0,160,2,2,"75->79","Female","Spouse","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",3,"$200-299 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,0,2,0,0,0,0,0,2,"Friday",500,3124849,21.90669,0,1,0,"Morning_Peak","Medium",1,0,0,0
11,"Somewhere else","Medical Centres","Accompany Someone","Accompanied someone",3126112,"A shop","Shopping Centres","Social","Ate or drank","Landmark",3126112,"No","Yes","Present","Not Present","Not Present","Yes","Vehicle Passenger",12,3,0.653999984264374,13.0799999237061,57,3126112,"Somewhere else","Medical Centres","Accompany Someone","Accompanied someone",3126112,"A shop","Shopping Centres","Social","Ate or drank",0.653999984264374,"Yes",12,3,0,57,10,2,"75->79","Female","Spouse","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",3,"$200-299 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,0,2,0,0,0,0,0,2,"Friday",500,3124849,21.90669,0,1,0,"Midday","Very_Short",1,0,0,0
12,"A shop","Shopping Centres","Social","Ate or drank",3126112,"My home","Survey Home","At Home","Go home","Home",3124849,"No","Yes","Present","Not Present","Not Present","Yes","Vehicle Passenger",11.1666666666667,20,14.7740001678467,44.3220024108887,50,3126112,"A shop","Shopping Centres","Social","Ate or drank",3124816,"My home","Survey Home","At Home","Go home",14.7740001678467,"No",11.6666666666667,20,0,20,10,2,"75->79","Female","Spouse","Full Licence","No","No","No","No","No","No Study","Retired","Retired","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",3,"$200-299 p.w.","No",2,0,"Couple No Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,0,2,0,0,0,0,0,2,"Friday",500,3124849,21.90669,0,1,0,"Midday","Medium",1,0,0,0
7,"My home","Survey Home","At Home","Go home",3124849,"My usual workplace","Tertiary","Work Related","Own Workplace","Point on map",3130338.75,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",15,28,14.414999961853,30.8892841339111,467,3124816,"My home","Survey Home","At Home","Go home",3126648,"My usual workplace","Tertiary","Work Related","Own Workplace",14.414999961853,"Yes",15,28,0,467,8,1,"40->44","Female","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Fixed Hours","Clerical and Administrative Workers","Office Managers and Program Administrators","Education and Training","Education and Training (NEC)","Survey address",4,"$1000-1249 p.w.","No",3,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,1,1,0,0,0,0,0,2,"Wednesday",3625,3124849,25.09107,0,0.666666666666667,0.333333333333333,"Morning_Peak","Medium",1,0,0,0
15,"My usual workplace","Tertiary","Work Related","Own Workplace",3130341,"A shop","Supermarkets","Buy Something","Bought something","Landmark",3125015,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",16,20,14.8990001678467,44.6969985961914,10,3126648,"My usual workplace","Tertiary","Work Related","Own Workplace",3125015,"A shop","Supermarkets","Buy Something","Bought something",14.8990001678467,"Yes",16,20,0,10,3,1,"40->44","Female","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Fixed Hours","Clerical and Administrative Workers","Office Managers and Program Administrators","Education and Training","Education and Training (NEC)","Survey address",4,"$1000-1249 p.w.","No",3,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,1,1,0,0,0,0,0,2,"Wednesday",3625,3124849,25.09107,0,0.666666666666667,0.333333333333333,"Midday","Medium",1,0,0,0
16,"A shop","Supermarkets","Buy Something","Bought something",3125015,"Childcare  pre-school or kindergarten","Childcare","Pick-up or Drop-off Someone","Someone picked-up or delivered","Landmark",3126120,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",16,5,4.94899988174438,59.3880004882813,10,3125015,"A shop","Supermarkets","Buy Something","Bought something",3126120,"Childcare  pre-school or kindergarten","Childcare","Pick-up or Drop-off Someone","Someone picked-up or delivered",4.94899988174438,"Yes",16,5,0,10,5,1,"40->44","Female","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Fixed Hours","Clerical and Administrative Workers","Office Managers and Program Administrators","Education and Training","Education and Training (NEC)","Survey address",4,"$1000-1249 p.w.","No",3,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,1,1,0,0,0,0,0,2,"Wednesday",3625,3124849,25.09107,0,0.666666666666667,0.333333333333333,"Evening_Peak","Short",1,0,0,0
16,"Childcare  pre-school or kindergarten","Childcare","Pick-up or Drop-off Someone","Someone picked-up or delivered",3126120,"My home","Survey Home","At Home","Go home","Home",3124849,"No","No","Not Present","Not Present","Present","Yes","Vehicle Driver",15.1666666666667,15,13.2829999923706,53.1319999694824,50,3126120,"Childcare  pre-school or kindergarten","Childcare","Pick-up or Drop-off Someone","Someone picked-up or delivered",3124816,"My home","Survey Home","At Home","Go home",13.2829999923706,"No",15.75,15,0,15,5,1,"40->44","Female","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Fixed Hours","Clerical and Administrative Workers","Office Managers and Program Administrators","Education and Training","Education and Training (NEC)","Survey address",4,"$1000-1249 p.w.","No",3,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,1,1,0,0,0,0,0,2,"Wednesday",3625,3124849,25.09107,0,0.666666666666667,0.333333333333333,"Evening_Peak","Medium",1,0,0,0
7,"My home","Survey Home","At Home","Go home",3124849,"Childcare  pre-school or kindergarten","Childcare","Pick-up or Drop-off Someone","Someone picked-up or delivered","Landmark",3126120,"No","No","Not Present","Not Present","Present","Yes","Vehicle Driver",8,15,13.3140001296997,53.2560005187988,5,3124816,"My home","Survey Home","At Home","Go home",3126120,"Childcare  pre-school or kindergarten","Childcare","Pick-up or Drop-off Someone","Someone picked-up or delivered",13.3140001296997,"Yes",8,15,0,5,5,2,"25->29","Male","Spouse","Full Licence","Yes","No","No","No","Yes","No Study","No other activity","Full-time Work","Fixed Hours","Technicians and Trades Workers","Engineering - ICT and Science Technicians","Professional -  Scientific and Technical Services","Computer System Design and Related Services","Survey address",3,"$2000+ p.w.","No",3,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,1,1,0,0,0,0,0,2,"Wednesday",3625,3124849,25.09107,0,0.666666666666667,0.333333333333333,"Morning_Peak","Medium",1,0,0,0
8,"Childcare  pre-school or kindergarten","Childcare","Pick-up or Drop-off Someone","Someone picked-up or delivered",3126120,"My usual workplace","Other","Work Related","Own Workplace","Address",3125308,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",18,30,26.1009998321533,52.2019996643066,580,3126120,"Childcare  pre-school or kindergarten","Childcare","Pick-up or Drop-off Someone","Someone picked-up or delivered",3125308,"My usual workplace","Other","Work Related","Own Workplace",26.1009998321533,"Yes",18,30,0,580,7,2,"25->29","Male","Spouse","Full Licence","Yes","No","No","No","Yes","No Study","No other activity","Full-time Work","Fixed Hours","Technicians and Trades Workers","Engineering - ICT and Science Technicians","Professional -  Scientific and Technical Services","Computer System Design and Related Services","Survey address",3,"$2000+ p.w.","No",3,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,1,1,0,0,0,0,0,2,"Wednesday",3625,3124849,25.09107,0,0.666666666666667,0.333333333333333,"Morning_Peak","Long",1,0,0,0
18,"My usual workplace","Other","Work Related","Own Workplace",3125308,"My home","Survey Home","At Home","Go home","Home",3124849,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",17.1666666666667,30,21.3320007324219,42.6640014648438,50,3125308,"My usual workplace","Other","Work Related","Own Workplace",3124816,"My home","Survey Home","At Home","Go home",21.3320007324219,"No",17.5,30,0,30,8,2,"25->29","Male","Spouse","Full Licence","Yes","No","No","No","Yes","No Study","No other activity","Full-time Work","Fixed Hours","Technicians and Trades Workers","Engineering - ICT and Science Technicians","Professional -  Scientific and Technical Services","Computer System Design and Related Services","Survey address",3,"$2000+ p.w.","No",3,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,1,1,0,0,0,0,0,2,"Wednesday",3625,3124849,25.09107,0,0.666666666666667,0.333333333333333,"Evening_Peak","Long",1,0,0,0
7,"My home","Survey Home","At Home","Go home",3124849,"Childcare  pre-school or kindergarten","Childcare","Accompany Someone","Accompanied someone","Landmark",3126120,"No","No","Not Present","Present","Not Present","Yes","Vehicle Passenger",8,15,13.3140001296997,53.2560005187988,525,3124816,"My home","Survey Home","At Home","Go home",3126120,"Childcare  pre-school or kindergarten","Childcare","Accompany Someone","Accompanied someone",13.3140001296997,"Yes",8,15,0,525,2,3,"0->4","Male","Child","No Car Licence","No","No","Yes","No","No","No Study","Childcare/Kindergarten","Childcare/Kindergarten","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",2,"Zero Income","No",3,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,1,1,0,0,0,0,0,2,"Wednesday",3625,3124849,25.09107,1,0.666666666666667,0.333333333333333,"Morning_Peak","Medium",0,0,0,0
16,"Childcare  pre-school or kindergarten","Childcare","Accompany Someone","Accompanied someone",3126120,"My home","Survey Home","At Home","Go home","Home",3124849,"No","No","Present","Not Present","Not Present","Yes","Vehicle Passenger",15.1666666666667,15,13.2829999923706,53.1319999694824,50,3126120,"Childcare  pre-school or kindergarten","Childcare","Accompany Someone","Accompanied someone",3124816,"My home","Survey Home","At Home","Go home",13.2829999923706,"No",15.75,15,0,15,2,3,"0->4","Male","Child","No Car Licence","No","No","Yes","No","No","No Study","Childcare/Kindergarten","Childcare/Kindergarten","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",2,"Zero Income","No",3,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",0,0,0,1,1,0,0,0,0,0,2,"Wednesday",3625,3124849,25.09107,1,0.666666666666667,0.333333333333333,"Evening_Peak","Medium",0,0,0,0
6,"My home","Survey Home","At Home","Go home",3124849,"My usual workplace","School","Work Related","Own Workplace","Landmark",3123410,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",18,25,25.3770008087158,60.9048004150391,690,3124816,"My home","Survey Home","At Home","Go home",3123410,"My usual workplace","School","Work Related","Own Workplace",25.3770008087158,"Yes",18,25,0,690,8,1,"45->49","Female","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Fixed Hours","Clerical and Administrative Workers","CLERICAL AND ADMINISTRATIVE WORKERS(NEC)","Education and Training","Education and Training (NEC)","Survey address",2,"$800-999 p.w.","No",4,0,"Other HH Structures","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,2,0,0,1,0,4.5,"Thursday",3600,3124849,21.24134,0,1.125,0.5,"Morning_Peak","Long",1,0,0,0
18,"My usual workplace","School","Work Related","Own Workplace",3123410,"My home","Survey Home","At Home","Go home","Home",3124849,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",18.1666666666667,30,25.3150005340576,50.6300010681152,50,3123410,"My usual workplace","School","Work Related","Own Workplace",3124816,"My home","Survey Home","At Home","Go home",25.3150005340576,"No",18.5,30,0,30,8,1,"45->49","Female","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Fixed Hours","Clerical and Administrative Workers","CLERICAL AND ADMINISTRATIVE WORKERS(NEC)","Education and Training","Education and Training (NEC)","Survey address",2,"$800-999 p.w.","No",4,0,"Other HH Structures","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,2,0,0,1,0,4.5,"Thursday",3600,3124849,21.24134,0,1.125,0.5,"Evening_Peak","Long",1,0,0,0
6,"My home","Survey Home","At Home","Go home",3124849,"Somewhere else","Car Park","To get on or off public transport","Parked or unparked a vehicle","Address",3123614,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",6,15,17.2089996337891,68.8359985351563,0,3124816,"My home","Survey Home","At Home","Go home",3123609,"My usual workplace","My Workplace","Work Related","Own Workplace",18.0019989013672,"Yes",15,25,0,565,8,2,"20->24","Male","Child","Full Licence","Yes","No","No","No","Yes","No Study","No other activity","Full-time Work","Fixed Hours","Technicians and Trades Workers","Electrotechnology and Telecommunications Trades Workers","Electricity -  Gas -  Water and Waste Services","Electricity -  Gas -  Water and Waste Services (NEC)","Survey address",5,"$600-799 p.w.","No",4,0,"Other HH Structures","Separate House","Owned (Fully or with mortgage)",0,0,0,2,0,2,0,0,1,0,4.5,"Thursday",3600,3124849,21.24134,0,1.125,0.5,"Morning_Peak","Long",1,0,0,0
